Term;TermFragment;MainPage;TermType;TermFrequency;CValue;inHeader;TermComponents
ПУСТОЙ СПИСОК ЧИСЕЛ;пустому списку чисел;49;CombTerm;1;2;False;СПИСОК ЧИСЕЛ(1),  ПУСТОЙ СПИСОК(1),  
РЕКУРСИВНЫЙ ПРОЦЕСС ПРОХОДА;рекурсивный процесс прохода;50;CombTerm;1;2;False;ПРОЦЕСС ПРОХОДА(1),  РЕКУРСИВНЫЙ ПРОЦЕСС(1),  ПРОХОД(1),  
РЕКУРСИВНЫЙ ПРОЦЕСС ВЫРАВНИВАНИЯ;рекурсивный процесс выравнивания;55;CombTerm;1;2;False;РЕКУРСИВНЫЙ ПРОЦЕСС(1),  
РАВНОЕ ЧИСЛО АТОМОВ;равно числу атомов;57;CombTerm;1;2;False;ЧИСЛО АТОМОВ(1),  РАВНОЕ ЧИСЛО(1),  АТОМ(1),  
ПОРЯДКОВЫЙ НОМЕР ЗНАЧЕНИЯ;порядковый номер значения;58;CombTerm;1;2;False;НОМЕР ЗНАЧЕНИЯ(1),  ПОРЯДКОВЫЙ НОМЕР(1),  
ВЫЧИСЛИТЕЛЬНАЯ МОЩНОСТЬ ЯЗЫКА;вычислительную мощность языка;60;CombTerm;1;2;False;МОЩНОСТЬ ЯЗЫКА(1),  ВЫЧИСЛИТЕЛЬНАЯ МОЩНОСТЬ(1),  
РАЗНЫЙ КЛАСС ЗАДАЧ;разных классов задач;60;CombTerm;1;2;False;КЛАСС ЗАДАЧ(1),  РАЗНЫЙ КЛАСС(1),  
ОДНОУРОВНЕВЫЙ СПИСОК ЧИСЕЛ;одноуровневым списком чисел;60;CombTerm;1;2;False;СПИСОК ЧИСЕЛ(1),  ОДНОУРОВНЕВЫЙ СПИСОК(1),  
ФУНКЦИОНАЛЬНЫЙ АРГУМЕНТ ФУНКЦИОНАЛА;функциональный аргумент функционала;62;CombTerm;2;4;False;АРГУМЕНТ ФУНКЦИОНАЛА(4),  ФУНКЦИОНАЛЬНЫЙ АРГУМЕНТ(4),  ФУНКЦИОНАЛ(4),  
ДИНАМИЧЕСКОЕ СВЯЗЫВАНИЕ ИМЕН;динамическом связывании имен;67;CombTerm;1;2;False;ДИНАМИЧЕСКОЕ СВЯЗЫВАНИЕ(1),  
ОБЫЧНОЕ РЕШЕНИЕ ПРОБЛЕМЫ;обычное решение проблемы;67;CombTerm;1;2;False;ОБЫЧНОЕ РЕШЕНИЕ(1),  
ФАКТИЧЕСКИЙ АРГУМЕНТ ФУНКЦИИ;фактический аргумент функции;69;CombTerm;1;2;False;АРГУМЕНТ ФУНКЦИИ(1),  ФАКТИЧЕСКИЙ АРГУМЕНТ(1),  ФУНКЦИЯ(1),  
КОМПАКТНОЕ ПРОГРАММИРОВАНИЕ ФУНКЦИИ;компактного программирования функции;71;CombTerm;1;2;False;ПРОГРАММИРОВАНИЕ ФУНКЦИИ(1),  КОМПАКТНОЕ ПРОГРАММИРОВАНИЕ(1),  ФУНКЦИЯ(1),  
ВНЕШНИЙ ЦИКЛ ПРОХОДА;внешнему циклу прохода;73;CombTerm;1;2;False;ЦИКЛ ПРОХОДА(1),  ВНЕШНИЙ ЦИКЛ(1),  ПРОХОД(1),  
ДЕКАРТОВОЕ ПРОИЗВЕДЕНЬЕ ЭЛЕМЕНТ-АТОМОВ;декартовых произведений элементов-атомов;74;CombTerm;1;2;False;ПРОИЗВЕДЕНЬЕ ЭЛЕМЕНТ-АТОМОВ(1),  ДЕКАРТОВОЕ ПРОИЗВЕДЕНЬЕ(1),  ЭЛЕМЕНТ-АТОМ(1),  
ВЫРАЗИТЕЛЬНАЯ МОЩНОСТЬ ФУНКЦИОНАЛОВ;выразительную мощность функционалов;74;CombTerm;1;2;False;МОЩНОСТЬ ФУНКЦИОНАЛОВ(1),  ВЫРАЗИТЕЛЬНАЯ МОЩНОСТЬ(1),  ФУНКЦИОНАЛ(1),  
ОДНОЭЛЕМЕНТНЫЙ СПИСОК АТОМОВ;одноэлементный список атомов;75;CombTerm;1;2;False;СПИСОК АТОМОВ(1),  ОДНОЭЛЕМЕНТНЫЙ СПИСОК(1),  АТОМ(1),  
ПОСЛЕДОВАТЕЛЬНОЕ РАССМОТРЕНИЕ ЭЛЕМЕНТОВ;последовательном рассмотрении элементов;75;CombTerm;1;2;False;РАССМОТРЕНИЕ ЭЛЕМЕНТОВ(1),  ПОСЛЕДОВАТЕЛЬНОЕ РАССМОТРЕНИЕ(1),  
ДОПОЛНИТЕЛЬНАЯ ИЛЛЮСТРАЦИЯ ОТЛИЧИЙ;дополнительной иллюстрации отличий;75;CombTerm;1;2;False;ИЛЛЮСТРАЦИЯ ОТЛИЧИЙ(1),  ДОПОЛНИТЕЛЬНАЯ ИЛЛЮСТРАЦИЯ(1),  ОТЛИЧИЕ(1),  
ФУНКЦИОНАЛЬНОЕ ПОДМНОЖЕСТВО ЯЗЫКА;функциональное подмножество языка;78;CombTerm;1;2;False;ПОДМНОЖЕСТВО ЯЗЫКА(1),  ФУНКЦИОНАЛЬНОЕ ПОДМНОЖЕСТВО(1),  
УДОБНОЕ СРЕДСТВО ХРАНЕНИЯ;удобное средство хранения;78;CombTerm;1;2;False;СРЕДСТВО ХРАНЕНИЯ(1),  УДОБНОЕ СРЕДСТВО(1),  ХРАНЕНИЕ(1),  
ГЛАВНАЯ ОСОБЕННОСТЬ СПИСКА;Главная особенность списка;79;CombTerm;1;2;False;ОСОБЕННОСТЬ СПИСКА(1),  ГЛАВНАЯ ОСОБЕННОСТЬ(1),  СПИСОК(1),  
УСПЕШНОЕ УДАЛЕНИЕ СВОЙСТВА;успешного удаления свойства;79;CombTerm;1;2;False;УДАЛЕНИЕ СВОЙСТВА(1),  УСПЕШНОЕ УДАЛЕНИЕ(1),  
ВНУТРЕННЕЕ ПРЕДСТАВЛЕНИЕ СПИСКА;внутреннее представление списка;79;CombTerm;1;2;False;ПРЕДСТАВЛЕНИЕ СПИСКА(1),  СПИСОК(1),  
АБСОЛЮТНОЕ ЗНАЧЕНИЕ ЧИСЛА;абсолютное значение числа;80;CombTerm;1;2;False;АБСОЛЮТНОЕ ЗНАЧЕНИЕ(1),  
ВНУТРЕННЯЯ ФУНКЦИЯ СУПЕРПОЗИЦИИ;внутренней функции суперпозиции;80;CombTerm;1;2;False;ФУНКЦИЯ СУПЕРПОЗИЦИИ(1),  ВНУТРЕННЯЯ ФУНКЦИЯ(1),  СУПЕРПОЗИЦИЯ(1),  
ДОПУСТИМЫЙ ТИП АРГУМЕНТА;допустимых типах аргумента;80;CombTerm;1;2;False;ДОПУСТИМЫЙ ТИП(1),  
СТАНДАРТНАЯ ФУНКЦИЯ ПАСКАЛЯ;стандартной функции Паскаля;80;CombTerm;1;2;False;ФУНКЦИЯ ПАСКАЛЯ(1),  СТАНДАРТНАЯ ФУНКЦИЯ(1),  ПАСКАЛЬ(1),  
ВНУТРЕННЕЕ ИМЯ АТОМА;Внутренним именем атома;83;CombTerm;3;6;False;ИМЯ АТОМА(9),  АТОМ(9),  
СВЯЗАННЫЙ СПИСОК СВОЙСТВ;связан список свойств;84;CombTerm;1;2;False;СПИСОК СВОЙСТВ(1),  СВЯЗАННЫЙ СПИСОК(1),  
ВНЕШНЕЕ ИМЯ СИМВОЛА;внешнее имя символа;84;CombTerm;1;2;False;ИМЯ СИМВОЛА(1),  ВНЕШНЕЕ ИМЯ(1),  СИМВОЛ(1),  
ЕДИНОРАЗОВЫЙ ВВОД ТЕКСТА;единоразового ввода текста;85;CombTerm;1;2;False;ЕДИНОРАЗОВЫЙ ВВОД(1),  
ВНЕШНЕЕ ИМЯ АТОМОВ;внешние имена атомов;86;CombTerm;1;2;False;ИМЯ АТОМОВ(1),  ВНЕШНЕЕ ИМЯ(1),  АТОМ(1),  
ИТОГОВОЕ ЗНАЧЕНИЕ ФУНКЦИИ;итоговым значением функции;88;CombTerm;1;2;False;ЗНАЧЕНИЕ ФУНКЦИИ(1),  ИТОГОВОЕ ЗНАЧЕНИЕ(1),  ФУНКЦИЯ(1),  
ПУСТОЕ ТЕЛО ФУНКЦИИ;пустого тела функции;89;CombTerm;1;2;False;ТЕЛО ФУНКЦИИ(1),  ПУСТОЕ ТЕЛО(1),  ФУНКЦИЯ(1),  
НУЖНЫЙ ПАРАМЕТР СПИСКА;нужными параметрами списка;93;CombTerm;1;2;False;ПАРАМЕТР СПИСКА(1),  НУЖНЫЙ ПАРАМЕТР(1),  СПИСОК(1),  
ФОРМАЛЬНЫЙ ПАРАМЕТР МАКРОСА;формальные параметры макроса;94;CombTerm;3;6;False;ПАРАМЕТР МАКРОСА(9),  ФОРМАЛЬНЫЙ ПАРАМЕТР(9),  МАКРОС(9),  
ФАКТИЧЕСКИЙ ПАРАМЕТР МАКРОВЫЗОВА;фактическими параметрами макровызова;94;CombTerm;1;2;False;ПАРАМЕТР МАКРОВЫЗОВА(1),  ФАКТИЧЕСКИЙ ПАРАМЕТР(1),  МАКРОВЫЗОВ(1),  
ФАКТИЧЕСКИЙ ПАРАМЕТР МАКРОСА;фактические параметры макроса;95;CombTerm;1;2;False;ПАРАМЕТР МАКРОСА(1),  ФАКТИЧЕСКИЙ ПАРАМЕТР(1),  МАКРОС(1),  
УДОБНОЕ СРЕДСТВО РАСШИРЕНИЯ;удобное средство расширения;95;CombTerm;1;2;False;СРЕДСТВО РАСШИРЕНИЯ(1),  УДОБНОЕ СРЕДСТВО(1),  РАСШИРЕНИЕ(1),  
СПЕЦИАЛЬНОЕ СРЕДСТВО БЛОКИРОВКИ;специальное средство блокировки;96;CombTerm;1;2;False;СРЕДСТВО БЛОКИРОВКИ(1),  СПЕЦИАЛЬНОЕ СРЕДСТВО(1),  БЛОКИРОВКА(1),  
ПРЕДВАРИТЕЛЬНАЯ ЗАГРУЗКА ФАЙЛА;предварительной загрузки файла;97;CombTerm;1;2;False;ЗАГРУЗКА ФАЙЛА(1),  ПРЕДВАРИТЕЛЬНАЯ ЗАГРУЗКА(1),  ФАЙЛ(1),  
ФАКТИЧЕСКИЙ ПАРАМЕТР ВЫЗОВА;фактическими параметрами вызова;97;CombTerm;1;2;False;ФАКТИЧЕСКИЙ ПАРАМЕТР(1),  
НЕВЫЧИСЛЕННЫЙ АРГУМЕНТ ФУНКЦИИ;невычисленных аргументов функции;98;CombTerm;1;2;False;АРГУМЕНТ ФУНКЦИИ(1),  НЕВЫЧИСЛЕННЫЙ АРГУМЕНТ(1),  ФУНКЦИЯ(1),  
ВЫЧИСЛИМЫЙ ЛИСПОВСКИЙ ВЫРАЖЕНИЯ;вычислимые лисповские выражения;99;CombTerm;3;6;False;ВЫЧИСЛИМЫЙ ЛИСПОВСКИЙ(4),  
РАЗВИВШИЙ ДИАЛЕКТ ЯЗЫКА;развитых диалектов языка;2;CombTerm;1;2;False;ДИАЛЕКТ ЯЗЫКА(1),  РАЗВИВШИЙ ДИАЛЕКТ(1),  
ФИКСИРОВАВШЕЕ ЧИСЛО АРГУМЕНТОВ;фиксированное число аргументов;6;CombTerm;1;2;False;ФИКСИРОВАВШЕЕ ЧИСЛО(1),  
ВСТРОИВШАЯ ФУНКЦИЯ ЛИСПА;встроенных функций Лиспа;6;CombTerm;4;8;False;ФУНКЦИЯ ЛИСПА(1),  ВСТРОИВШАЯ ФУНКЦИЯ(1),  ЛИСП(1),  
ВСТРОИВШИЙ ЛИСПОВСКИЙ ФУНКЦИЙ;встроенных лисповских функций;11;CombTerm;1;2;False;ЛИСПОВСКИЙ ФУНКЦИЙ(1),  ВСТРОИВШИЙ ЛИСПОВСКИЙ(1),  ФУНКЦИЯ(1),  
ОПРЕДЕЛЯЮЩЕЕ ВЫРАЖЕНИЕ ФУНКЦИИ;определяющим выражением функции;11;CombTerm;7;14;False;ВЫРАЖЕНИЕ ФУНКЦИИ(1),  ОПРЕДЕЛЯЮЩЕЕ ВЫРАЖЕНИЕ(1),  ФУНКЦИЯ(1),  
ВЛОЖИВШИЙ ВЫЗОВ ФУНКЦИИ;вложенным вызовам функции;14;CombTerm;1;2;False;ВЫЗОВ ФУНКЦИИ(1),  ВЛОЖИВШИЙ ВЫЗОВ(1),  ФУНКЦИЯ(1),  
ВИДЕВШАЯ СВЯЗЬ ИМЕНИ;видна связь имени;14;CombTerm;1;2;False;ВИДЕВШАЯ СВЯЗЬ(1),  
ОПРЕДЕЛЯЮЩЕЕ УСЛОВИЕ ЗАВЕРШЕНИЯ;определяющие условия завершения;21;CombTerm;1;2;False;УСЛОВИЕ ЗАВЕРШЕНИЯ(1),  ОПРЕДЕЛЯЮЩЕЕ УСЛОВИЕ(1),  ЗАВЕРШЕНИЕ(1),  
ОБОБЩАЮЩЕЕ ПОНЯТИЕ СПИСКА;обобщающее понятие списка;25;CombTerm;1;2;False;ПОНЯТИЕ СПИСКА(1),  ОБОБЩАЮЩЕЕ ПОНЯТИЕ(1),  СПИСОК(1),  
ПОДАВЛЯЮЩЕЕ ЧИСЛО ФУНКЦИЙ;подавляющее число функций;34;CombTerm;1;2;False;ЧИСЛО ФУНКЦИЙ(1),  ПОДАВЛЯЮЩЕЕ ЧИСЛО(1),  ФУНКЦИЯ(1),  
ВСТРОИВШАЯ ФУНКЦИЯ ДИАЛЕКТА;встроенных функций диалекта;37;CombTerm;2;4;False;ФУНКЦИЯ ДИАЛЕКТА(1),  ВСТРОИВШАЯ ФУНКЦИЯ(1),  ДИАЛЕКТ(1),  
УКАЗАВШАЯ СТРАТЕГИЯ СВЯЗЫВАНИЯ;Указанная стратегия связывания;38;CombTerm;1;2;False;СТРАТЕГИЯ СВЯЗЫВАНИЯ(1),  УКАЗАВШАЯ СТРАТЕГИЯ(1),  
ФИКСИРОВАВШИЙ УЧАСТОК ПАМЯТИ;фиксированном участке памяти;41;CombTerm;1;2;False;УЧАСТОК ПАМЯТИ(1),  ФИКСИРОВАВШИЙ УЧАСТОК(1),  
ВЫЧИСЛЯЮЩАЯ ГЛУБИНА СПИСКА;вычисляющую глубину списка;59;CombTerm;1;2;False;ГЛУБИНА СПИСКА(1),  ВЫЧИСЛЯЮЩАЯ ГЛУБИНА(1),  СПИСОК(1),  
ПРИВЕДШИЙ ПУТЬ РЕШЕНИЯ;приведенных путей решения;68;CombTerm;1;2;False;ПРИВЕДШИЙ ПУТЬ(1),  
УПОРЯДОЧИВШИЙ СПИСОК ЧИСЕЛ;упорядоченных списков чисел;71;CombTerm;3;6;False;СПИСОК ЧИСЕЛ(1),  УПОРЯДОЧИВШИЙ СПИСОК(1),  
ПРИВЕДШЕЕ ОПРЕДЕЛЕНЬЕ ФУНКЦИИ;приведенных определений функции;77;CombTerm;1;2;False;ОПРЕДЕЛЕНЬЕ ФУНКЦИИ(1),  ПРИВЕДШЕЕ ОПРЕДЕЛЕНЬЕ(1),  ФУНКЦИЯ(1),  
ВСТРОИВШАЯ ФУНКЦИЯ ПРИСВАИВАНИЯ;встроенной  функции присваивания;79;CombTerm;1;2;False;ФУНКЦИЯ ПРИСВАИВАНИЯ(1),  ВСТРОИВШАЯ ФУНКЦИЯ(1),  ПРИСВАИВАНИЕ(1),  
ВЛОЖИВШАЯ ФУНКЦИЯ СУПЕРПОЗИЦИИ;вложенной функции суперпозиции;82;CombTerm;1;2;False;ФУНКЦИЯ СУПЕРПОЗИЦИИ(1),  ВЛОЖИВШАЯ ФУНКЦИЯ(1),  СУПЕРПОЗИЦИЯ(1),  
СВЯЗАВШИЙ СПИСОК СВОЙСТВ;связан список свойств;84;CombTerm;1;2;False;СПИСОК СВОЙСТВ(1),  СВЯЗАВШИЙ СПИСОК(1),  
ВСТРОИВШАЯ ФУНКЦИЯ ВВОДА;встроена функция ввода;84;CombTerm;2;4;False;ФУНКЦИЯ ВВОДА(1),  ВСТРОИВШАЯ ФУНКЦИЯ(1),  
ВВЕДШАЯ СТРОКА СИМВОЛОВ;Введенную строку символов;85;CombTerm;1;2;False;СТРОКА СИМВОЛОВ(1),  ВВЕДШАЯ СТРОКА(1),  СИМВОЛ(1),  
ВСТРОИВШАЯ ФУНКЦИЯ ВЫВОДА;встроенные функции вывода;86;CombTerm;1;2;False;ФУНКЦИЯ ВЫВОДА(1),  ВСТРОИВШАЯ ФУНКЦИЯ(1),  
РАСШИРИВШАЯ ФОРМА МАКРОВЫЗОВА;расширенной формы макровызова;95;CombTerm;1;2;False;ФОРМА МАКРОВЫЗОВА(1),  РАСШИРИВШАЯ ФОРМА(1),  МАКРОВЫЗОВ(1),  
ЯДРО ЯЗЫКА;Ядро языка;2;CombTerm;2;1,58496250072116;False;ЯДРО(4),  
НАЗВАНИЕ ЯЗЫКА;название языка;2;CombTerm;1;1,58496250072116;False;НАЗВАНИЕ(1),  
РЯД АСПЕКТОВ;ряду аспектов;2;CombTerm;1;1,58496250072116;False;АСПЕКТ(1),  
ДИАЛЕКТ ЛИСПА;диалектов Лиспа;2;CombTerm;15;23,7744375108173;False;ДИАЛЕКТ(225),  ЛИСП(225),  
РЕАЛИЗАЦИЯ ЯЗЫКА;реализаций языка;2;CombTerm;2;3,16992500144231;False;РЕАЛИЗАЦИЯ(4),  
СИЛО РЯДА;силу ряда;2;CombTerm;1;1,58496250072116;False;СИЛО(1),  
ЯСНОСТЬ СИНТАКСИСА;ясность синтаксиса;2;CombTerm;1;1,58496250072116;False;ЯСНОСТЬ(1),  
СТРУКТУРА ДАННЫХ;структуры данных;2;CombTerm;1;1,58496250072116;False;СТРУКТУРА(1),  
БАЗА ЯЗЫКА;базе языка;2;CombTerm;1;1,58496250072116;False;БАЗА(1),  
ПРИЕМ ПОСТРОЕНИЯ;приемы построения;2;CombTerm;2;1,58496250072116;False;ПРИЕМ(4),  ПОСТРОЕНИЕ(4),  
ДИАЛЕКТ ЯЗЫКА;диалекта языка;3;CombTerm;6;9,50977500432694;False;ДИАЛЕКТ(36),  
МНОЖЕСТВО АТОМОВ;множества атомов;3;CombTerm;1;1,58496250072116;False;МНОЖЕСТВО(1),  АТОМ(1),  
РАЗДЕЛИТЕЛЬ ЭЛЕМЕНТОВ;разделителями элементов;4;CombTerm;2;1,58496250072116;False;РАЗДЕЛИТЕЛЬ(4),  
СПИСОК ЯЗЫКА;списков языка;4;CombTerm;1;1,58496250072116;False;СПИСОК(1),  
ГЛУБИНА СПИСКА;Глубиной списка;4;CombTerm;2;3,16992500144231;False;СПИСОК(4),  
ПАР СКОБОК;пар скобок;4;CombTerm;1;1,58496250072116;False;ПАР(1),  СКОБКА(1),  
ПОСЛЕДОВАТЕЛЬНОСТЬ АТОМОВ;последовательности атомов;4;CombTerm;1;1,58496250072116;False;ПОСЛЕДОВАТЕЛЬНОСТЬ(1),  АТОМ(1),  
ПОСЛЕДОВАТЕЛЬНОСТЬ ФОРМ;последовательность форм;4;CombTerm;2;3,16992500144231;False;ПОСЛЕДОВАТЕЛЬНОСТЬ(4),  
ВЫВОД АТОМОВ;выводе атомов;5;CombTerm;1;1,58496250072116;False;АТОМ(1),  
ВЫЗОВ ФУНКЦИИ;вызов функции;5;CombTerm;37;58,6436125266828;False;ФУНКЦИЯ(1369),  
ИМЯ ФУНКЦИИ;имя функции;5;CombTerm;21;33,2842125151443;False;ФУНКЦИЯ(441),  
ВЫРАЖЕНИЕ ПРОГРАММЫ;выражения программы;5;CombTerm;1;1,58496250072116;False;ПРОГРАММА(1),  
МАТЕМАТИКА ЗАПИСИ;математике записи;5;CombTerm;1;1,58496250072116;False;МАТЕМАТИКА(1),  
ФУНКЦИЯ ЛИСПА;Функции Лиспа;6;CombTerm;6;9,50977500432694;False;ФУНКЦИЯ(36),  ЛИСП(36),  
ДЕЛЕНИЕ ФУНКЦИЙ;деление функций;6;CombTerm;1;1,58496250072116;False;ДЕЛЕНИЕ(1),  ФУНКЦИЯ(1),  
ЗНАЧЕНИЕ ФУНКЦИИ;значения функции;6;CombTerm;29;45,9639125209135;False;ФУНКЦИЯ(841),  
ПОСТРОЕНИЕ СПИСКА;построения списка;6;CombTerm;1;1,58496250072116;False;ПОСТРОЕНИЕ(1),  СПИСОК(1),  
ЭЛЕМЕНТ СПИСКА;элемент списка;7;CombTerm;22;34,8691750158654;False;СПИСОК(484),  
ХВОСТ СПИСКА;хвост списка;7;CombTerm;3;4,75488750216347;False;СПИСОК(9),  
ОСТАТОК СПИСКА;остатком списка;7;CombTerm;1;1,58496250072116;False;СПИСОК(1),  
СОКРАЩЕНИЕ НАЗВАНИЙ;сокращения названий;7;CombTerm;1;1,58496250072116;False;СОКРАЩЕНИЕ(1),  НАЗВАНЬЕ(1),  
АРГУМЕНТ ФУНКЦИИ;аргумента функции;8;CombTerm;32;50,718800023077;False;ФУНКЦИЯ(1024),  
СНЯТИЕ БЛОКИРОВКИ;снятия блокировки;9;CombTerm;2;3,16992500144231;False;СНЯТИЕ(4),  БЛОКИРОВКА(4),  
СРЕДСТВО РАЗВЕТВЛЕНИЯ;средством разветвления;9;CombTerm;1;1,58496250072116;False;РАЗВЕТВЛЕНИЕ(1),  
УСЛОВИЕ ВЕТВЕЙ;условиями ветвей;9;CombTerm;2;3,16992500144231;False;УСЛОВИЕ(4),  ВЕТВЬ(4),  
ОПЕРАЦИЯ СЛОЖЕНИЯ;операцию сложения;11;CombTerm;2;3,16992500144231;False;ОПЕРАЦИЯ(4),  СЛОЖЕНИЕ(4),  
МОЩНОСТЬ ФУНКЦИИ;мощность функции;11;CombTerm;1;1,58496250072116;False;МОЩНОСТЬ(1),  ФУНКЦИЯ(1),  
ТЕЛО ФУНКЦИИ;Телом функции;12;CombTerm;24;38,0391000173078;False;ТЕЛО(576),  ФУНКЦИЯ(576),  
СРЕДСТВО ПАРАМЕТРИЗАЦИИ;средство параметризации;12;CombTerm;1;1,58496250072116;False;ПАРАМЕТРИЗАЦИЯ(1),  
ОСНОВА ФОРМИРОВАНИЯ;основой формирования;14;CombTerm;1;1,58496250072116;False;ФОРМИРОВАНИЕ(1),  
БОЛЬШИНСТВО ДИАЛЕКТОВ;большинстве диалектов;16;CombTerm;2;3,16992500144231;False;БОЛЬШИНСТВО(4),  ДИАЛЕКТ(4),  
ИМЯ ФУНКЦИЯ-СУПЕРПОЗИЦИИ;имени функции-суперпозиции;16;CombTerm;1;1,58496250072116;False;ФУНКЦИЯ-СУПЕРПОЗИЦИЯ(1),  
ГРУППА ФУНКЦИЙ;группу функций;16;CombTerm;1;1,58496250072116;False;ГРУППА(1),  ФУНКЦИЯ(1),  
ДЕЛЕНИЕ ЧИСЕЛ;деления чисел;17;CombTerm;1;1,58496250072116;False;ДЕЛЕНИЕ(1),  
ЗНАК ЧИСЛО-АРГУМЕНТА;знака числа-аргумента;17;CombTerm;1;1,58496250072116;False;ЧИСЛО-АРГУМЕНТ(1),  
ОПЕРАЦИЯ ДЕЛЕНИЯ;операции деления;17;CombTerm;1;1,58496250072116;False;ОПЕРАЦИЯ(1),  ДЕЛЕНИЕ(1),  
ВЫЧИТАНИЕ ЕДИНИЦЫ;вычитания единицы;18;CombTerm;1;1,58496250072116;False;ВЫЧИТАНИЕ(1),  ЕДИНИЦА(1),  
РАВЕНСТВО ЧИСЕЛ;равенство чисел;18;CombTerm;2;1,58496250072116;False;РАВЕНСТВО(4),  
СРАВНЕНИЕ АТОМ-ЧИСЕЛ;сравнения атомов-чисел;18;CombTerm;1;1,58496250072116;False;СРАВНЕНИЕ(1),  АТОМ-ЧИСЛО(1),  
ПРЕДИКАТ ТИПА;Предикаты  типа;18;CombTerm;1;1,58496250072116;False;ПРЕДИКАТ(1),  
ВЫЗОВ ФУНКЦИЯ-ДИЗЪЮНКЦИИ;Вызов функции-дизъюнкции;20;CombTerm;1;1,58496250072116;False;ФУНКЦИЯ-ДИЗЪЮНКЦИЯ(1),  
ИНТЕРПРЕТАТОР ЯЗЫКА;интерпретатором языка;20;CombTerm;1;1,58496250072116;False;ИНТЕРПРЕТАТОР(1),  
РЕАЛИЗАЦИЯ ПРОХОДА;реализации прохода;21;CombTerm;1;1,58496250072116;False;РЕАЛИЗАЦИЯ(1),  ПРОХОД(1),  
ДЛИНА СПИСКА;длина списка;21;CombTerm;3;4,75488750216347;False;СПИСОК(9),  
ВЕТВЬ ФУНКЦИИ;ветвь функции;21;CombTerm;13;20,604512509375;False;ВЕТВЬ(169),  ФУНКЦИЯ(169),  
СТЕК ВЫРАЖЕНИЯ;стек выражения;22;CombTerm;3;4,75488750216347;False;СТЕК(1),  
ЗАПОЛНЕНИЕ СТЕКА;заполнении стека;22;CombTerm;1;1,58496250072116;False;ЗАПОЛНЕНИЕ(1),  СТЕК(1),  
СТАРОЕ СВЯЗИ;старые связи;22;CombTerm;2;3,16992500144231;False;СТАРОЕ(4),  
ИСХОД СРАВНЕНИЯ;исхода сравнения;2;CombTerm;1;1,58496250072116;False;ИСХОД(1),  СРАВНЕНИЕ(1),  
ПОИСК АТОМА;поиск атома;23;CombTerm;1;1,58496250072116;False;ПОИСК(1),  АТОМ(1),  
ИСКОМОЕ АТОМА;искомого атома;23;CombTerm;1;1,58496250072116;False;ИСКОМОЕ(1),  АТОМ(1),  
РЕАЛИЗАЦИЯ ЛИСПА;реализациях Лиспа;23;CombTerm;3;4,75488750216347;False;РЕАЛИЗАЦИЯ(9),  ЛИСП(9),  
АТОМ-ЗНАЧЕНИЕ ПАРАМЕТРА;атом-значение параметра;23;CombTerm;2;3,16992500144231;False;АТОМ-ЗНАЧЕНИЕ(4),  
ФУНКЦИЯ ПОИСКА;функцию поиска;23;CombTerm;1;1,58496250072116;False;ФУНКЦИЯ(1),  ПОИСК(1),  
КОНКАТЕНАЦИЯ СПИСКОВ;конкатенацией списков;2;CombTerm;1;1,58496250072116;False;КОНКАТЕНАЦИЯ(1),  СПИСОК(1),  
ВТОРОЕ СПИСКА;второго списка;25;CombTerm;2;1,58496250072116;False;СПИСОК(4),  
СОЕДИНЕНИЕ СПИСКОВ;соединении списков;25;CombTerm;1;1,58496250072116;False;СОЕДИНЕНИЕ(1),  СПИСОК(1),  
ИМЯ АТОМОВ;именах атомов;25;CombTerm;5;7,92481250360578;False;АТОМ(25),  
ПРАВИЛО ПЕРЕВОДА;правила перевода;26;CombTerm;1;1,58496250072116;False;ПЕРЕВОД(1),  
ПРЕОБРАЗУЕМОЕ СПИСКА;преобразуемого списка;27;CombTerm;1;1,58496250072116;False;ПРЕОБРАЗУЕМОЕ(1),  СПИСОК(1),  
ЛИСПОВСКИЙ СПИСКА;лисповского списка;27;CombTerm;5;7,92481250360578;False;СПИСОК(25),  
ПАР СЕЛЕКТОРОВ;пары селекторов;27;CombTerm;1;1,58496250072116;False;ПАР(1),  СЕЛЕКТОР(1),  
СПОСОБ ПРЕДСТАВЛЕНИЯ;способом представления;29;CombTerm;1;1,58496250072116;False;СПОСОБ(1),  
ПАМЯТЬ КОМПЬЮТЕРА;памяти компьютера;29;CombTerm;5;7,92481250360578;False;КОМПЬЮТЕР(25),  
ТАБЛИЦА СИМВОЛОВ;таблицу символов;29;CombTerm;2;3,16992500144231;False;ТАБЛИЦА(4),  СИМВОЛ(4),  
ЗНАЧЕНИЕ АТОМА;значение атома;30;CombTerm;1;1,58496250072116;False;АТОМ(1),  
ПАРАМЕТР ФУНКЦИИ;параметра функции;30;CombTerm;8;12,6797000057693;False;ФУНКЦИЯ(64),  
СПИСОК СВОЙСТВ;список свойств;30;CombTerm;22;34,8691750158654;True;СПИСОК(484),  
ТАБЛИЦА АТОМОВ;таблицы атомов;32;CombTerm;4;3,16992500144231;False;ТАБЛИЦА(16),  АТОМ(16),  
ПОТЕРЯ УКАЗАТЕЛЯ;потеря указателя;33;CombTerm;1;1,58496250072116;False;ПОТЕРЯ(1),  УКАЗАТЕЛЬ(1),  
ПРОВЕРКА РАВЕНСТВА;проверки равенства;33;CombTerm;3;4,75488750216347;False;ПРОВЕРКА(9),  РАВЕНСТВО(9),  
