Term;TermFragment;MainPage;TermType;TermFrequency;CValue;inHeader;TermRule;TermRepeatRule
СПИСОК ТОЧЕЧНЫХ ПАР;список точечных пар;58;NonDictTerm;1;2;False;0;0
ПРОИЗВЕДЕНИЯ НАТУРАЛЬНЫХ ЧИСЕЛ;произведения натуральных чисел;59;NonDictTerm;2;4;False;0;0
РЕКУРСИЯ ВЫСОЧАЙШЕГО ПОРЯДКА;рекурсия высшего порядка;59;NonDictTerm;1;2;False;0;0
СТРУКТУРУ СПИСОЧНОГО ВЫРАЖЕНИЯ;структуру списочного выражения;59;NonDictTerm;3;6;False;0;0
ЭЛЕМЕНТОВ СПИСОЧНОГО ВЫРАЖЕНИЯ;элементов списочного выражения;60;NonDictTerm;1;2;False;0;0
АТОМ СПИСОЧНОГО ВЫРАЖЕНИЯ;атом списочного выражения;60;NonDictTerm;1;2;False;0;0
ФУНКЦИЕЙ ВЫСОЧАЙШИХ ПОРЯДКОВ;функцией высших порядков;60;NonDictTerm;3;6;False;0;0
РЕШЕНИИ РАЗНЫХ КЛАССОВ;решении разных классов;60;NonDictTerm;1;2;False;0;0
СПИСОК ФАКТИЧЕСКИХ ПАРАМЕТРОВ;список фактических параметров;63;NonDictTerm;2;4;False;0;0
КВОТИРОВАНИЕ ФУНКЦИОНАЛЬНОГО АРГУМЕНТА;квотирование функционального аргумента;63;NonDictTerm;1;2;False;0;0
ЗАМЫКАНИЕ ФУНКЦИОНАЛЬНОГО АРГУМЕНТА;Замыкание функционального аргумента;66;NonDictTerm;4;8;True;0;0
КАЧЕСТВЕ ФУНКЦИОНАЛЬНОГО АРГУМЕНТА;качестве функционального аргумента;66;NonDictTerm;4;8;False;0;0
ТЕЛЕ БЕЗЫМЯННОЙ ФУНКЦИИ;теле безымянной функции;66;NonDictTerm;1;2;False;0;0
ПРИНЦИПУ ДИНАМИЧЕСКОГО СВЯЗЫВАНИЯ;принципу динамического связывания;67;NonDictTerm;1;2;False;0;0
ПОПОЛНЕНИИ ВЫЧИСЛИТЕЛЬНОГО КОНТЕКСТА;пополнении вычислительного контекста;67;NonDictTerm;1;2;False;0;0
ПРОБЛЕМЫ ФУНКЦИОНАЛЬНОГО АРГУМЕНТА;проблемы функционального аргумента;68;NonDictTerm;2;4;False;0;0
ВЫЗОВА ФУНКЦИОНАЛЬНОГО АРГУМЕНТА;вызова функционального аргумента;68;NonDictTerm;1;2;False;0;0
ЗАПИСИ ФУНКЦИОНАЛЬНОГО АРГУМЕНТА;записи функционального аргумента;69;NonDictTerm;1;2;False;0;0
ПРОВЕРКИ НУЖНОГО СВОЙСТВА;проверки нужного свойства;70;NonDictTerm;1;2;False;0;0
ЧИСЛО СЛОЖНЫХ ОПЕРАЦИЙ;число сложных операций;70;NonDictTerm;1;2;False;0;0
АССОЦИАТИВНОСТИ БИНАРНОЙ ОПЕРАЦИИ;ассоциативности бинарной операции;72;NonDictTerm;1;2;False;0;0
ЗАМЕНОЙ ФУНКЦИОНАЛЬНОЙ БЛОКИРОВКИ;заменой функциональной блокировки;73;NonDictTerm;1;2;False;0;0
ИМЕНИ КЛЮЧЕВОГО ПАРАМЕТРА;имени ключевого параметра;73;NonDictTerm;2;4;False;0;0
ТЕХНИКИ РЕКУРСИВНОГО ПРОГРАММИРОВАНИЯ;техники рекурсивного программирования;73;NonDictTerm;2;4;False;0;0
ПРОИЗВЕДЕНИЕ ОДНОЭЛЕМЕНТНОГО МНОЖЕСТВА;произведение одноэлементного множества;73;NonDictTerm;2;4;False;0;0
СОЕДИНЕНИЯ ПРОМЕЖУТОЧНЫХ СПИСОК-РЕЗУЛЬТАТОВ;соединения промежуточных списков-результатов;74;NonDictTerm;1;2;False;0;0
ОСНОВЕ АНАЛОГИЧНЫХ РАССУЖДЕНИЙ;основе аналогичных рассуждений;75;NonDictTerm;1;2;False;0;0
ВЫРАЖЕНИЕ БЕЗЫМЯННОЙ ФУНКЦИИ;выражение безымянной функции;76;NonDictTerm;1;2;False;0;0
РЕШЕНИИ ПРАКТИЧЕСКИХ ЗАДАЧ;решении практических задач;79;NonDictTerm;2;4;False;0;0
СУПЕРПОЗИЦИЮ СТАНДАРТНЫХ ФУНКЦИЙ;суперпозицию стандартных функций;80;NonDictTerm;1;2;False;0;0
АТОМОВ-ИМЕН ПАСКАЛЕВСКИХ ФУНКЦИЙ;атомов-имен паскалевских функций;80;NonDictTerm;1;2;False;0;0
ВЫРАЖЕНИЯ-СУПЕРПОЗИЦИИ ПАСКАЛЕВСКИХ ФУНКЦИЙ;выражения-суперпозиции паскалевских функций;81;NonDictTerm;1;2;False;0;0
ДОБАВЛЕНИЕ ЛОГИЧЕСКОГО ТИПА;добавление логического типа;82;NonDictTerm;1;2;False;0;0
ПОСТРОЕНИЕ ВНУТРЕННИХ ИМЕН;построение внутренних имен;83;NonDictTerm;1;2;False;0;0
ИМЕН СИМВОЛЬНЫХ АТОМОВ;имен символьных атомов;83;NonDictTerm;2;4;False;0;0
ЗНАК ВЕРТИКАЛЬНОЙ ЧЕРТЫ;знак вертикальной черты;83;NonDictTerm;3;6;False;0;0
ПОЛУЧЕНИЯ ВНЕШНЕГО ИМЕНИ;получения внешнего имени;83;NonDictTerm;1;2;False;0;0
КОНСТАНТУ СИМВОЛЬНОГО ТИПА;константу символьного типа;84;NonDictTerm;1;2;False;0;0
ФУНКЦИЮ ПОСИМВОЛЬНОГО ВВОДА;функцию посимвольного ввода;84;NonDictTerm;1;2;False;0;0
СИМВОЛЫ ВЕРТИКАЛЬНОЙ ЧЕРТЫ;символы вертикальной черты;85;NonDictTerm;1;2;False;0;0
СПИСОК ОДНОСИМВОЛЬНЫХ АТОМОВ;список односимвольных атомов;85;NonDictTerm;1;2;False;0;0
ВЫВОДА СИМВОЛЬНЫХ АТОМОВ;вывода символьных атомов;86;NonDictTerm;1;2;False;0;0
ПОСЛЕДОВАТЕЛЬНОСТИ ВЫЧИСЛИМЫХ ЛИСПОВСКИХ;последовательности вычислимых лисповских;86;NonDictTerm;1;2;False;0;0
ЗАПИСЬ УПРАВЛЯЮЩИХ КОНСТРУКЦИЙ;запись управляющих конструкций;87;NonDictTerm;1;2;False;0;0
ЗНАЧЕНИЯ ФАКТИЧЕСКИХ ПАРАМЕТРОВ;значения фактических параметров;89;NonDictTerm;3;6;False;0;0
ВЫРАЖЕНИЕМ ОБЫЧНОЙ ФУНКЦИИ;выражением обычной функции;90;NonDictTerm;1;2;False;0;0
ЧИСЛОМ ФАКТИЧЕСКИХ ПАРАМЕТРОВ;числом фактических параметров;90;NonDictTerm;1;2;False;0;0
ВЫПОЛНЕНИЯ ФУНКЦИОНАЛЬНОГО ВЫЗОВА;выполнения функционального вызова;91;NonDictTerm;2;4;False;0;0
ЭЛЕМЕНТЫ ФУНКЦИОНАЛЬНОГО ВЫЗОВА;элементы функционального вызова;93;NonDictTerm;1;2;False;0;0
СПИСОК ФОРМАЛЬНЫХ ПАРАМЕТРОВ;Список формальных параметров;93;NonDictTerm;1;2;False;0;0
СВЯЗИ ФОРМАЛЬНЫХ ПАРАМЕТРОВ;связи формальных параметров;94;NonDictTerm;1;2;False;0;0
ВЫЗОВА ОБЫЧНОЙ ФУНКЦИИ;вызова обычной функции;95;NonDictTerm;1;2;False;0;0
ПОСТРОЕНИЯ ВЫЧИСЛИМОЙ ФОРМЫ;построения вычислимой формы;95;NonDictTerm;1;2;False;0;0
СПИСОК НЕВЫЧИСЛЕННЫХ АРГУМЕНТОВ;список невычисленных аргументов;98;NonDictTerm;1;2;False;0;0
ФУНКЦИИ-АНАЛОГИ ШИРОКОУПОТРЕБИТЕЛЬНЫХ ОПЕРАТОРОВ;функции-аналоги широкоупотребительных операторов;2;NonDictTerm;1;2;False;0;0
ИМЯ ВЫЗЫВАЮЩЕЙ ФУНКЦИИ;имя вызываемой функции;5;NonDictTerm;1;2;False;0;0
ПАРАМЕТРИЗАЦИИ ВЫЧИСЛЯЮЩЕГО ВЫРАЖЕНИЯ;параметризации вычисляемого выражения;12;NonDictTerm;1;2;False;0;0
ИМЕНЕМ ВСТРОИВШЕЙ ФУНКЦИИ;именем встроенной функции;12;NonDictTerm;2;4;False;0;0
ИМЯ ОПРЕДЕЛЯЮЩЕЙ ФУНКЦИИ;имя определяемой функции;14;NonDictTerm;1;2;False;0;0
НАБОР ВСТРОИВШИХ ФУНКЦИЙ;набор встроенных функций;2;NonDictTerm;3;6;False;0;0
РЯД ВСТРОИВШИХ ФУНКЦИЙ;ряд встроенных функций;16;NonDictTerm;3;6;False;0;0
ВЫПОЛНЕНИЯ ПРОВЕРЯЮЩЕГО УСЛОВИЯ;выполнения проверяемого условия;18;NonDictTerm;1;2;False;0;0
НАБОРА ВСТРОИВШИХ ЛИСП-ФУНКЦИЙ;набора встроенных лисп-функций;19;NonDictTerm;1;2;False;0;0
ТЕКСТЕ ИНТЕРПРЕТИРУЮЩЕЙ ПРОГРАММЫ;тексте интерпретируемой программы;29;NonDictTerm;1;2;False;0;0
ПАР ПРЕДСТАВЛЯЮЩЕГО ВЫРАЖЕНИЯ;пар представляемого выражения;31;NonDictTerm;1;2;False;0;0
ЯЧЕЕК СРАВНИВАЮЩИХ СПИСКОВ;ячеек сравниваемых списков;34;NonDictTerm;1;2;False;0;0
РЕШЕНИЯ УКАЗАВШЕЙ ПРОБЛЕМЫ;решения указанной проблемы;34;NonDictTerm;1;2;False;0;0
НАБОРОМ ЗАПРОГРАММИРОВАВШИХ ФУНКЦИЙ;набором запрограммированных функций;35;NonDictTerm;1;2;False;0;0
БАЗЕ ВСТРОИВШИХ ФУНКЦИЙ;базе встроенных функций;35;NonDictTerm;1;2;False;0;0
ТЕЛА ВЫЧИСЛЯЮЩИХ ФУНКЦИЙ;тела вычисляемых функций;38;NonDictTerm;1;2;False;0;0
ПОСТРОЕНИЯ ТРЕБУЮЩЕГО СПИСКА;построения требуемого списка;39;NonDictTerm;1;2;False;0;0
ПОСТРОЕНИЕ ПЕРЕВЕРНУВШЕГО СПИСКА;построение перевернутого списка;40;NonDictTerm;1;2;False;0;0
ПОДСОЕДИНЕНИЕ СОХРАНИВШИХ ЭЛЕМЕНТОВ;подсоединение сохраненных элементов;40;NonDictTerm;1;2;False;0;0
СТЕКЕ ВЛОЖИВШИХ ВЫЗОВОВ;стеке вложенных вызовов;40;NonDictTerm;1;2;False;0;0
ЗНАЧЕНИЯ ПРЕОБРАЗОВАВШЕЙ ФОРМУЛЫ;значения преобразованной формулы;44;NonDictTerm;1;2;False;0;0
ТЕЛЕ ОПРЕДЕЛЯЮЩЕЙ ФУНКЦИИ;теле определяемой функции;45;NonDictTerm;1;2;False;0;0
ВЫЗОВАМИ ОПРЕДЕЛЯЮЩЕЙ ФУНКЦИИ;вызовами определяемой функции;46;NonDictTerm;1;2;False;0;0
РОЛЬ НАКАПЛИВАЮЩЕГО ПАРАМЕТРА;роль накапливающего параметра;49;NonDictTerm;1;2;False;0;0
ВВЕДЕНИИ НАКАПЛИВАЮЩЕГО ПАРАМЕТРА;введении накапливающего параметра;51;NonDictTerm;1;2;False;0;0
ЗНАЧЕНИЕМ НАКАПЛИВАЮЩЕГО ПАРАМЕТРА;значением накапливающего параметра;51;NonDictTerm;2;4;False;0;0
ПЕРЕПИСЫВАНИЯ ВЫЧИСЛЯЮЩЕГО ВЫРАЖЕНИЯ;переписывания вычисляемого выражения;52;NonDictTerm;1;2;False;0;0
ПАРАМЕТРАМИ РЕШАЮЩЕЙ ЗАДАЧИ;параметрами решаемой задачи;60;NonDictTerm;1;2;False;0;0
ЭЛЕМЕНТ ВЫЧИСЛЯЮЩЕГО СПИСКА;элемент вычисляемого списка;2;NonDictTerm;1;2;False;0;0
НАБОР ВСТРОИВШИХ ФУНКЦИОНАЛОВ;набор встроенных функционалов;63;NonDictTerm;1;2;False;0;0
ГРУППУ ОТОБРАЖАЮЩИХ ФУНКЦИОНАЛОВ;группу отображающих функционалов;63;NonDictTerm;2;4;False;0;0
АРГУМЕНТЫ ПРИМЕНЯЮЩЕЙ ФУНКЦИИ;аргументы применяемой функции;63;NonDictTerm;2;4;False;0;0
НАБОР ЗАФИКСИРОВАВШИХ СВЯЗЕЙ;набор зафиксированных связей;67;NonDictTerm;1;2;False;0;0
АРГУМЕНТА ВСТРОИВШИХ ФУНКЦИОНАЛОВ;аргумента встроенных функционалов;69;NonDictTerm;1;2;False;0;0
ВЫЗОВ ВСТРОИВШИХ ФУНКЦИОНАЛОВ;вызов встроенных функционалов;69;NonDictTerm;3;6;False;0;0
ОПЕРАНД РЕДУЦИРУЮЩЕЙ ОПЕРАЦИИ;операнд редуцирующей операции;72;NonDictTerm;1;2;False;0;0
ТЕЛЕ ВОЗВРАЩАЮЩЕЙ ФУНКЦИИ;теле возвращаемой функции;76;NonDictTerm;1;2;False;0;0
СРЕДСТВ ВСТРОИВШЕГО ЗАМЫКАНИЯ;средств встроенного замыкания;76;NonDictTerm;1;2;False;0;0
АРГУМЕНТА ДАВШЕЙ ФУНКЦИИ;аргумента данной функции;82;NonDictTerm;1;2;False;0;0
АРГУМЕНТА АНАЛИЗИРУЮЩЕЙ ФУНКЦИИ;аргумента анализируемой функции;82;NonDictTerm;1;2;False;0;0
ПРЕОБРАЗОВАНИЯ ВВЕДШЕГО ВЫРАЖЕНИЯ;преобразования введенного выражения;83;NonDictTerm;1;2;False;0;0
ВЫШЕ ВСТРОИВШИХ ФУНКЦИЙ;выше встроенных функций;87;NonDictTerm;1;2;False;0;0
ЗАПИСЬ УПРАВЛЯЮЩИХ КОНСТРУКЦИЙ;запись управляющих конструкций;87;NonDictTerm;1;2;False;0;0
ВЫВОДА ПОЯСНЯЮЩЕЙ СТРОКИ;вывода поясняющей строки;88;NonDictTerm;1;2;False;0;0
ИМЯ ПРИМЕНЯЮЩЕЙ ФУНКЦИИ;имя применяемой функции;93;NonDictTerm;2;4;False;0;0
ПАРАМЕТРОВ ОПРЕДЕЛЯЮЩЕЙ ФУНКЦИИ;параметров определяемой функции;93;NonDictTerm;1;2;False;0;0
ПОЛУЧЕНИЕ РАСШИРИВШЕЙ ФОРМЫ;получение расширенной формы;95;NonDictTerm;1;2;False;0;0
МАКРООПРЕДЕЛЕНИЯ ВСТРОИВШИХ ФУНКЦИЙ;макроопределения встроенных функций;97;NonDictTerm;1;2;False;0;0
ГОДА ПРОШЛОГО ВЕКА;годах прошлого века;2;NonDictTerm;1;2;False;0;0
СТРУКТУРА ДАННЫХ ЯЗЫКА;структура данных языка;2;NonDictTerm;1;2;False;0;0
ПИКИ ПОПУЛЯРНОСТИ ЛИСПА;Пик популярности Лиспа;2;NonDictTerm;2;4;False;0;0
ПИК ПОПУЛЯРНОСТИ ЛИСПА;Пик популярности Лиспа;2;NonDictTerm;1;2;False;0;0
ПЕРВЫЕ РЕАЛИЗАЦИЙ ЛИСПА;первых реализаций Лиспа;2;NonDictTerm;2;4;False;0;0
БАЗ КОНЦЕПЦИЙ ЛИСПА;базе концепций Лиспа;2;NonDictTerm;2;4;False;0;0
БАЗА КОНЦЕПЦИЙ ЛИСПА;базе концепций Лиспа;2;NonDictTerm;1;2;False;0;0
ЯЗЫК ПРОГРАММИРОВАНИЯ ЗАДАЧ;язык программирования задач;2;NonDictTerm;1;2;False;0;0
ФОРМА ЗАПИСИ ПРОГРАММ;форма записи программ;2;NonDictTerm;1;2;False;0;0
ВОПРОСЫ ПОСТРОЕНИЯ ФУНКЦИОНАЛОВ;вопросы построения функционалов;3;NonDictTerm;2;4;False;0;0
ДИАЛЕКТЫ ЛИСПА КОНСТРУКЦИИ;диалектах Лиспа конструкции;3;NonDictTerm;2;4;False;0;0
ПОЛНОТА КАРТИНЫ ЯЗЫКА;полноты картины языка;3;NonDictTerm;2;4;False;0;0
ОСНОВА ЯЗЫКА ЛИСПА;основы языка Лиспа;3;NonDictTerm;1;2;False;0;0
КАЧЕСТВО РАЗДЕЛИТЕЛЕЙ ЭЛЕМЕНТОВ;качестве разделителей элементов;4;NonDictTerm;1;2;False;0;0
РАЗДЕЛИТЕЛИ ЭЛЕМЕНТОВ СПИСКА;разделителей элементов списка;4;NonDictTerm;2;4;False;0;0
УРОВНИ ВЛОЖЕННОСТИ СПИСКОВ;уровней вложенности списков;4;NonDictTerm;4;8;False;0;0
УРОВЕНЬ ЭЛЕМЕНТОВ СПИСКА;уровень элементов списка;4;NonDictTerm;1;2;False;0;0
ЧИСЛО АРГУМЕНТОВ ФУНКЦИИ;число аргументов функции;5;NonDictTerm;1;2;False;0;0
ВЫЧИСЛИМОСТЬ АРГУМЕНТОВ ФУНКЦИИ;вычислимость аргументов функции;6;NonDictTerm;2;4;False;0;0
РЯД ДИАЛЕКТОВ ЛИСПА;ряде диалектов Лиспа;7;NonDictTerm;4;8;False;0;0
ПРОВЕРКА РАВЕНСТВА ЧИСЕЛ;проверки равенства чисел;8;NonDictTerm;2;4;False;0;0
КАЧЕСТВО ЗНАЧЕНИЯ ФУНКЦИИ;качестве значения функции;10;NonDictTerm;6;12;False;0;0
ЧИСЛО ПАРАМЕТРОВ ФУНКЦИИ;число параметров функции;12;NonDictTerm;1;2;False;0;0
МЕСТО ИМЕНИ ФУНКЦИИ;месте имени функции;12;NonDictTerm;2;4;False;0;0
КАЧЕСТВО ИМЕНИ ФУНКЦИИ;качестве имени функции;14;NonDictTerm;1;2;False;0;0
ФОРМА ЗАПИСИ ЛЯМБДА-ВЫЗОВА;формой записи лямбда-вызова;15;NonDictTerm;2;4;False;0;0
ВЫЧИСЛИМОСТЬ ЛИСПОВСКОГО СПИСКА;вычислимости лисповского списка;15;NonDictTerm;1;2;False;0;0
ЭЛЕМЕНТ СПИСОК-ВЫЗОВА ФУНКЦИИ;элемент списка-вызова функции;15;NonDictTerm;2;4;False;0;0
ДЕЛЕНИЕ ЦЕЛЫХ ЧИСЕЛ;деления целых чисел;17;NonDictTerm;1;2;False;0;0
РАВЕНСТВО АРГУМЕНТА ФУНКЦИИ;равенство аргумента функции;21;NonDictTerm;2;4;False;0;0
УСЛОВИЕ ЗАВЕРШЕНИЯ РЕКУРСИИ;условия завершения рекурсии;21;NonDictTerm;2;4;False;0;0
ИСЧЕРПАНИЕ ЭЛЕМЕНТОВ СПИСКА;исчерпании элементов списка;21;NonDictTerm;2;4;False;0;0
ВЫЗОВ ФУНКЦИИ СЛОЖЕНИЯ;вызов функции сложения;22;NonDictTerm;2;4;False;0;0
УРОВЕНЬ ПЕРВОГО СПИСКА;уровня первого списка;24;NonDictTerm;1;2;False;0;0
УРОВЕНЬ ВТОРОГО СПИСКА;уровня второго списка;24;NonDictTerm;1;2;False;0;0
ПОРЯДОК ВЫЗОВОВ ФУНКЦИЙ;порядок вызовов функций;24;NonDictTerm;2;4;False;0;0
ПРИСОЕДИНЕНИЕ ПЕРВОГО ЭЛЕМЕНТА;присоединения первого элемента;24;NonDictTerm;1;2;False;0;0
ЭЛЕМЕНТ ПЕРВОГО СПИСОК-АРГУМЕНТА;элемента первого списка-аргумента;24;NonDictTerm;3;6;False;0;0
СЛИЯНИЕ ХВОСТА ПЕРВОГО;слияния хвоста первого;24;NonDictTerm;1;2;False;0;0
ХВОСТ ПЕРВОГО СПИСКА;хвоста первого списка;24;NonDictTerm;1;2;False;0;0
ПРИСОЕДИНЕНИЕ ЭЛЕМЕНТОВ ПЕРВОГО;присоединение элементов первого;24;NonDictTerm;1;2;False;0;0
ЭЛЕМЕНТЫ ПЕРВОГО СПИСКА;элементов первого списка;24;NonDictTerm;3;6;False;0;0
ПОНЯТИЕ ЛИСПОВСКОГО СПИСКА;понятие лисповского списка;25;NonDictTerm;1;2;False;0;0
ОБОБЩЕНИЕ ПОНЯТИЙ АТОМА;обобщение понятий атома;26;NonDictTerm;2;4;False;0;0
СПИСОК СВОЙСТВ АТОМА;список свойств атома;29;NonDictTerm;9;18;True;0;0
ВЫПОЛНЕНИЕ ВЫЗОВА ФУНКЦИИ;выполнении вызова функции;30;NonDictTerm;1;2;False;0;0
ПОЗИЦИЯ ИМЕНИ ФУНКЦИИ;позиции имени функции;30;NonDictTerm;2;4;False;0;0
ПОЗИЦИЯ АРГУМЕНТА ФУНКЦИИ;позиции аргумента функции;30;NonDictTerm;2;4;False;0;0
ЭЛЕМЕНТ ТАБЛИЦЫ АТОМОВ;элемент таблицы атомов;30;NonDictTerm;4;8;False;0;0
ЗНАЧЕНИЕ АРГУМЕНТА ФУНКЦИИ;значением аргумента функции;31;NonDictTerm;2;4;False;0;0
УКАЗАТЕЛИ ЛИСПОВСКИХ ОБЪЕКТОВ;указатели лисповских объектов;32;NonDictTerm;1;2;False;0;0
ПЕРВОЕ АРГУМЕНТА ФУНКЦИИ;первого аргумента функции;32;NonDictTerm;2;4;False;0;0
УРОВЕНЬ ПЕРВОГО СПИСОК-АРГУМЕНТА;уровня первого списка-аргумента;32;NonDictTerm;1;2;False;0;0
ПОДСОЕДИНЕНИЕ ЭЛЕМЕНТОВ ПЕРВОГО;подсоединения элементов первого;32;NonDictTerm;1;2;False;0;0
ПУТЬ СРАВНЕНИЯ УКАЗАТЕЛЕЙ;путем сравнения указателей;33;NonDictTerm;2;4;False;0;0
УТИЛИТА СБОРКИ МУСОРА;утилиту сборки мусора;34;NonDictTerm;2;4;False;0;0
УТИЛИТ СБОРКИ МУСОРА;утилиту сборки мусора;34;NonDictTerm;1;2;False;0;0
ЕСТЕСТВЕННОСТЬ РАСШИРЕНИЯ ЯЗЫКА;естественность расширения языка;37;NonDictTerm;2;4;False;0;0
СПРАВА ПЕРВОГО ЭЛЕМЕНТА;справа первого элемента;39;NonDictTerm;1;2;False;0;0
ДЛИНА РЕВЕРСИРУЕМОГО СПИСКА;длине реверсируемого списка;40;NonDictTerm;1;2;False;0;0
СРАВНЕНИЕ ЭЛЕМЕНТОВ СПИСКА;сравнения элементов списка;42;NonDictTerm;2;4;False;0;0
ВЕТВЬ ТЕЛА ФУНКЦИИ;ветви тела функции;47;NonDictTerm;4;8;False;0;0
ПЕРВОЕ ЭЛЕМЕНТА СПИСКА;первого элемента списка;47;NonDictTerm;2;4;False;0;0
РАЗМЕЩЕНИЕ АРГУМЕНТОВ ФУНКЦИИ;размещением аргументов функции;47;NonDictTerm;2;4;False;0;0
ПРОГРАММИРОВАНИЕ ПОДСЧЕТА АТОМОВ;программирования подсчета атомов;47;NonDictTerm;1;2;False;0;0
ЗАВЕРШЕНИЕ ПОДСЧЕТА СУММЫ;завершении подсчета суммы;50;NonDictTerm;1;2;False;0;0
ЧИСЛО ВЫЗОВОВ ФУНКЦИИ;число вызовов функции;51;NonDictTerm;1;2;False;0;0
ОТЩЕПЛЕНИЕ ЭЛЕМЕНТОВ СПИСКА;отщепление элементов списка;51;NonDictTerm;2;4;False;0;0
ЗАДАЧА ВЫРАВНИВАНИЯ СПИСКА;задачу выравнивания списка;54;NonDictTerm;2;4;False;0;0
ВЫРАВНИВАНИЕ ЛЕВОГО ПОДДЕРЕВА;выравнивания левого поддерева;56;NonDictTerm;1;2;False;0;0
РЕКУРСИЯ ПЕРВОГО ПОРЯДКА;рекурсия первого порядка;56;NonDictTerm;1;2;False;0;0
ПРОВЕРКА РАВЕНСТВА МНОЖЕСТВ;проверки равенства множеств;59;NonDictTerm;2;4;False;0;0
ПУТЬ ОТБРАСЫВАНИЯ ПЕРВОГО;путем отбрасывания первого;65;NonDictTerm;1;2;False;0;0
ОТБРАСЫВАНИЕ ПЕРВОГО ЭЛЕМЕНТА;отбрасывания первого элемента;65;NonDictTerm;1;2;False;0;0
ЗАПИСЬ ОПРЕДЕЛЕНИЙ ФУНКЦИЙ;записи определений функций;67;NonDictTerm;1;2;False;0;0
РЕШЕНИЕ ПРОБЛЕМЫ КОЛЛИЗИИ;решение проблемы коллизии;67;NonDictTerm;1;2;False;0;0
ПРОБЛЕМА КОЛЛИЗИИ ИМЕН;проблемы коллизии имен;67;NonDictTerm;2;4;False;0;0
МЕСТО ВЫЗОВА ФУНКЦИИ;месту вызова функции;67;NonDictTerm;2;4;False;0;0
МЕСТО ЗАПИСИ ЛЯМБДА-ВЫРАЖЕНИЯ;месту записи лямбда-выражения;2;NonDictTerm;1;2;False;0;0
АТОМАРНОСТЬ ПЕРВОГО ЭЛЕМЕНТА;атомарности первого элемента;70;NonDictTerm;1;2;False;0;0
РЯД ДИАЛЕКТОВ ЯЗЫКА;ряд диалектов языка;70;NonDictTerm;1;2;False;0;0
КАЧЕСТВО АРГУМЕНТА ФУНКЦИИ;качестве аргумента функции;2;NonDictTerm;1;2;False;0;0
СРЕДСТВО ХРАНЕНИЯ ИНФОРМАЦИИ;средство хранения информации;78;NonDictTerm;2;4;False;0;0
ОСОБЕННОСТЬ СПИСКА СВОЙСТВ;особенность списка свойств;79;NonDictTerm;2;4;False;0;0
УДАЛЕНИЕ СВОЙСТВА АТОМА;удаления свойства атома;79;NonDictTerm;2;4;False;0;0
ПРЕДСТАВЛЕНИЕ СПИСКА СВОЙСТВ;представление списка свойств;79;NonDictTerm;2;4;False;0;0
ЗАДАЧА ПРОВЕРКИ ПРАВИЛЬНОСТИ;задачу проверки правильности;80;NonDictTerm;1;2;False;0;0
ПРОВЕРКА ПРАВИЛЬНОСТИ ВЫРАЖЕНИЯ;проверки правильности выражения;80;NonDictTerm;1;2;False;0;0
ПРАВИЛЬНОСТЬ ВЫРАЖЕНИЯ ЯЗЫКА;правильности выражения языка;80;NonDictTerm;1;2;False;0;0
ПРАВИЛЬНОСТЬ ТИПОВ АРГУМЕНТОВ;правильность типов аргументов;80;NonDictTerm;1;2;False;0;0
ТИПЫ АРГУМЕНТОВ ФУНКЦИЙ;типов аргументов функций;80;NonDictTerm;3;6;False;0;0
ТИП ЗНАЧЕНИЯ ФУНКЦИИ;тип значения функции;80;NonDictTerm;1;2;False;0;0
СПИСКИ СВОЙСТВ АТОМ-ИМЕН;списки свойств атомов-имен;80;NonDictTerm;2;4;False;0;0
СВОЙСТВА АТОМ-ИМЕН ПАСКАЛЕВСКИХ;свойств атомов-имен паскалевских;80;NonDictTerm;1;2;False;0;0
АТОМ-ИМЕНА ПАСКАЛЕВСКИХ ФУНКЦИЙ;атомов-имен паскалевских функций;80;NonDictTerm;1;2;False;0;0
ВЫРАЖЕНИЕ-СУПЕРПОЗИЦИЯ ПАСКАЛЕВСКИХ ФУНКЦИЙ;выражения-суперпозиции паскалевских функций;81;NonDictTerm;1;2;False;0;0
ПРОВЕРКА ТИПОВ АРГУМЕНТОВ;проверки типов аргументов;81;NonDictTerm;1;2;False;0;0
ТИП ВЫРАЖЕНИЕ-СУПЕРПОЗИЦИИ ФУНКЦИЙ;типа выражения-суперпозиции функций;81;NonDictTerm;2;4;False;0;0
РАСШИРЕНИЕ НАБОРА ФУНКЦИЙ;расширение набора функций;82;NonDictTerm;1;2;False;0;0
ФУНКЦИЯ ВЫВОДА ЛИСПОВСКИХ;функции вывода лисповских;86;NonDictTerm;1;2;True;0;0
ЗАПИСЬ УПРАВЛЯЮЩИХ КОНСТРУКЦИЙ;запись управляющих конструкций;87;NonDictTerm;1;2;False;0;0
ВЫЗОВ ФУНКЦИЙ ВВОДА;вызове функций ввода;88;NonDictTerm;1;2;False;0;0
ТЕЛО ФУНКЦИИ ВЫРАЖЕНИЯ;тело функции выражения;88;NonDictTerm;2;4;False;0;0
ВЫПОЛНЕНИЕ ТЕЛА ФУНКЦИИ;выполнением тела функции;90;NonDictTerm;4;8;False;0;0
УСЛОВИЕ ПРОДОЛЖЕНИЯ РЕКУРСИИ;условии продолжения рекурсии;92;NonDictTerm;2;4;False;0;0
ОТЛИЧИЕ ВЫЗОВА МАКРОСА;Отличие вызова макроса;2;NonDictTerm;1;2;False;0;0
КОНТЕКСТ ВЫЗОВА ФУНКЦИИ;контексте вызова функции;95;NonDictTerm;1;2;False;0;0
